,exit,prediction,confidence,target,time,correct,sample
121,1,0,1.0,0,51.646800000000326,True,24
122,2,0,1.0,0,67.01500000000138,True,24
123,3,0,1.0,0,77.38200000000006,True,24
124,4,0,1.0,0,82.43450000000152,True,24
125,0,0,0.9999996423721313,0,35.24129999999914,True,25
126,1,0,0.9999998807907104,0,56.91900000000061,True,25
127,2,0,0.9999920129776001,0,72.23480000000038,True,25
128,3,0,0.9999998807907104,0,82.70719999999798,True,25
129,4,0,0.9999997615814209,0,87.78519999999901,True,25
130,0,9,0.7675858736038208,0,30.505999999999034,False,26
131,1,0,0.6248174905776978,0,50.825100000000845,True,26
132,2,0,0.7688983678817749,0,66.16220000000084,True,26
133,3,0,0.681281566619873,0,76.58059999999978,True,26
134,4,0,0.9540605545043945,0,81.66230000000141,True,26
135,0,0,0.9644643664360046,0,33.52530000000087,True,27
136,1,0,0.9996623992919922,0,54.15400000000048,True,27
137,2,0,0.9984684586524963,0,69.46850000000282,True,27
138,3,0,0.9995273351669312,0,80.42400000000072,True,27
139,4,0,0.9997473359107971,0,85.73439999999977,True,27
140,0,0,0.9989223480224609,0,33.23380000000142,True,28
141,1,0,0.9999991655349731,0,53.677700000001494,True,28
142,2,0,0.9999954700469971,0,69.00369999999967,True,28
143,3,0,0.9999998807907104,0,79.41840000000155,True,28
144,4,0,0.999998927116394,0,84.5665000000011,True,28
145,0,0,0.9999939203262329,0,33.20919999999816,True,29
146,1,0,0.9999997615814209,0,53.97199999999813,True,29
147,2,0,1.0,0,69.65079999999801,True,29
148,3,0,0.9999998807907104,0,80.17699999999905,True,29
149,4,0,0.9999973773956299,0,85.23199999999775,True,29
150,0,59,0.5247519016265869,0,36.66390000000064,False,30
151,1,0,0.9780378341674805,0,58.18909999999988,True,30
152,2,0,0.9862251281738281,0,73.49800000000073,True,30
153,3,0,0.9298748970031738,0,83.90119999999968,True,30
154,4,0,0.9452932476997375,0,88.95589999999842,True,30
155,0,0,0.9998062252998352,0,33.19619999999901,True,31
156,1,0,0.972244381904602,0,53.498900000001015,True,31
157,2,0,0.9951485991477966,0,68.94000000000133,True,31
158,3,0,0.9998356103897095,0,79.37619999999868,True,31
159,4,0,0.9999760389328003,0,84.4333000000006,True,31
160,0,0,0.9999932050704956,0,32.850799999998515,True,32
161,1,0,0.9999929666519165,0,53.117300000000256,True,32
162,2,0,0.999995231628418,0,70.05200000000045,True,32
163,3,0,0.9999903440475464,0,82.90590000000009,True,32
164,4,0,0.9999194145202637,0,88.71449999999825,True,32
165,0,0,1.0,0,33.7840000000007,True,33
166,1,0,1.0,0,54.17539999999832,True,33
167,2,0,1.0,0,69.80659999999972,True,33
168,3,0,1.0,0,80.32499999999843,True,33
169,4,0,1.0,0,85.45409999999976,True,33
170,0,0,0.9951162338256836,0,34.17780000000192,True,34
171,1,0,0.999958872795105,0,54.54699999999946,True,34
172,2,0,0.9987381100654602,0,69.86949999999936,True,34
173,3,0,0.9999433755874634,0,80.53050000000184,True,34
174,4,0,0.9999176263809204,0,85.5832999999997,True,34
175,0,0,0.999909520149231,0,33.5870000000007,True,35
176,1,0,1.0,0,53.8891000000028,True,35
177,2,0,0.9999520778656006,0,69.35570000000268,True,35
178,3,0,0.9999841451644897,0,79.90660000000105,True,35
179,4,0,0.9999971389770508,0,84.99049999999997,True,35
180,0,0,0.9033641815185547,0,32.34369999999842,True,36
181,1,0,0.9999094009399414,0,54.77169999999987,True,36
182,2,0,0.9990307092666626,0,71.51899999999856,True,36
183,3,0,0.9999616146087646,0,81.96849999999856,True,36
184,4,0,0.9999834299087524,0,87.05420000000075,True,36
185,0,0,0.7877539396286011,0,34.89030000000071,True,37
186,1,0,0.9958609938621521,0,55.48210000000253,True,37
187,2,0,0.9980704188346863,0,73.45290000000304,True,37
188,3,0,0.9989927411079407,0,84.16539999999983,True,37
189,4,0,0.9999262094497681,0,89.25530000000137,True,37
190,0,0,0.9996660947799683,0,33.19829999999868,True,38
191,1,0,0.9999998807907104,0,53.84249999999824,True,38
192,2,0,0.9999996423721313,0,69.19269999999855,True,38
193,3,0,0.9999982118606567,0,79.71110000000081,True,38
194,4,0,0.9999994039535522,0,84.7894999999994,True,38
195,0,0,0.9998487234115601,0,33.455800000002256,True,39
196,1,0,0.9999775886535645,0,53.98710000000051,True,39
197,2,0,0.9999393224716187,0,69.31370000000214,True,39
198,3,0,0.9997679591178894,0,79.73460000000188,True,39
199,4,0,0.9999887943267822,0,84.79439999999983,True,39
200,0,0,0.9967169165611267,0,32.60620000000003,True,40
201,1,0,0.9999589920043945,0,54.45149999999899,True,40
202,2,0,0.9998371601104736,0,69.8572999999989,True,40
203,3,0,0.9999969005584717,0,80.33299999999954,True,40
204,4,0,0.9999752044677734,0,85.40539999999908,True,40
205,0,0,0.999993085861206,0,34.502299999999764,True,41
206,1,0,0.9999996423721313,0,55.05529999999936,True,41
207,2,0,0.9999995231628418,0,70.44979999999867,True,41
208,3,0,0.999998927116394,0,80.84309999999917,True,41
209,4,0,0.9999984502792358,0,85.89979999999997,True,41
210,0,0,0.9996979236602783,0,32.15850000000131,True,42
211,1,0,0.9999884366989136,0,52.39569999999816,True,42
212,2,0,0.9999791383743286,0,67.95539999999889,True,42
213,3,0,1.0,0,78.4275000000001,True,42
214,4,0,0.9999998807907104,0,83.47429999999889,True,42
215,0,0,0.9997449517250061,0,34.47840000000113,True,43
216,1,0,0.9989631175994873,0,54.74659999999787,True,43
217,2,0,0.9971900582313538,0,70.66009999999778,True,43
218,3,0,0.9991663694381714,0,81.05660000000015,True,43
219,4,0,0.9998489618301392,0,86.11289999999983,True,43
220,0,0,0.9667802453041077,0,33.020799999999184,True,44
221,1,0,0.9990583062171936,0,54.09080000000088,True,44
222,2,0,0.9858518838882446,0,69.8363999999998,True,44
223,3,0,0.9989738464355469,0,80.30300000000068,True,44
224,4,0,0.9996869564056396,0,85.37430000000157,True,44
225,0,0,0.999869704246521,0,32.386100000000084,True,45
226,1,0,0.9998641014099121,0,52.82189999999787,True,45
227,2,0,0.9994903802871704,0,68.39529999999883,True,45
228,3,0,0.9993762373924255,0,78.81649999999851,True,45
229,4,0,0.999749481678009,0,83.85020000000054,True,45
230,0,0,0.8721857070922852,0,33.116299999999654,True,46
231,1,0,0.8144968152046204,0,53.843700000001604,True,46
232,2,0,0.7146392464637756,0,69.2697000000031,True,46
233,3,0,0.8837361931800842,0,79.80260000000072,True,46
234,4,36,0.5072752237319946,0,84.87290000000058,False,46
235,0,59,0.9465279579162598,0,33.205699999999894,False,47
236,1,59,0.44399726390838623,0,53.89740000000032,False,47
237,2,0,0.766416072845459,0,69.20889999999957,True,47
238,3,0,0.5506252646446228,0,79.63949999999897,True,47
239,4,0,0.55582195520401,0,84.7332999999999,True,47
240,0,0,0.9990532994270325,0,31.11239999999782,True,48
241,1,0,0.9999971389770508,0,51.461100000000926,True,48
242,2,0,0.9999948740005493,0,66.77609999999845,True,48
243,3,0,0.9999911785125732,0,77.2548999999998,True,48
244,4,0,1.0,0,82.31130000000064,True,48
245,0,0,0.9999996423721313,0,35.46580000000077,True,49
246,1,0,0.9999998807907104,0,56.08540000000062,True,49
247,2,0,0.9999984502792358,0,71.4655999999998,True,49
248,3,0,1.0,0,81.89729999999784,True,49
249,4,0,0.9999985694885254,0,86.9940999999983,True,49
250,0,1,0.9422922730445862,1,32.01540000000236,True,50
251,1,1,0.7629508972167969,1,52.292600000001244,True,50
252,2,1,0.9950621724128723,1,67.6281000000003,True,50
253,3,1,0.9888859987258911,1,78.07790000000026,True,50
254,4,1,0.9982663989067078,1,83.13950000000148,True,50
255,0,45,0.9996682405471802,1,33.43890000000016,False,51
256,1,1,0.5268604755401611,1,53.82990000000021,True,51
257,2,1,0.9472658038139343,1,69.54900000000208,True,51
258,3,1,0.9723604321479797,1,80.56799999999953,True,51
259,4,1,0.8525664210319519,1,86.45609999999948,True,51
260,0,98,0.8173955678939819,1,32.37190000000112,False,52
261,1,98,0.40250277519226074,1,52.84250000000057,False,52
262,2,98,0.8000561594963074,1,68.71510000000214,False,52
263,3,98,0.9657182097434998,1,79.31380000000132,False,52
264,4,98,0.8305314183235168,1,84.37960000000189,False,52
265,0,1,0.5902183651924133,1,34.16840000000221,True,53
266,1,1,0.9599605798721313,1,54.638300000000584,True,53
267,2,1,0.9973185658454895,1,70.2050000000014,True,53
268,3,1,0.9999055862426758,1,80.72320000000133,True,53
269,4,1,0.9999988079071045,1,85.83950000000229,True,53
270,0,1,0.9460435509681702,1,31.07040000000083,True,54
271,1,1,0.9998852014541626,1,51.701200000000114,True,54
272,2,1,0.9989200830459595,1,67.02540000000212,True,54
273,3,1,0.9959080219268799,1,77.44720000000171,True,54
274,4,1,0.9994833469390869,1,82.51450000000204,True,54
275,0,52,0.23786769807338715,1,33.893299999999016,False,55
276,1,54,0.28061336278915405,1,54.22959999999932,False,55
277,2,83,0.46690183877944946,1,69.6589000000003,False,55
278,3,72,0.566862940788269,1,80.16449999999864,False,55
279,4,1,0.4719751179218292,1,85.23579999999953,True,55
280,0,33,0.3730849623680115,1,31.462699999998733,False,56
281,1,1,0.9723235964775085,1,51.75089999999827,True,56
282,2,1,0.9985068440437317,1,67.06999999999752,True,56
283,3,1,0.9983914494514465,1,77.51490000000061,True,56
284,4,1,0.999976634979248,1,82.59629999999873,True,56
285,0,45,0.9625305533409119,1,34.37359999999856,False,57
286,1,45,0.6921841502189636,1,54.70890000000139,False,57
287,2,45,0.9552615284919739,1,70.79660000000132,False,57
288,3,45,0.9855683445930481,1,81.27190000000084,False,57
289,4,45,0.8790674209594727,1,86.3498000000007,False,57
290,0,23,0.3747866451740265,1,31.23030000000071,False,58
291,1,1,0.9980272650718689,1,51.47930000000045,True,58
292,2,1,0.9999762773513794,1,72.99409999999895,True,58
293,3,1,0.9999862909317017,1,84.1682999999982,True,58
294,4,1,0.9999984502792358,1,89.39360000000107,True,58
295,0,64,0.3770756125450134,1,33.58419999999995,False,59
296,1,64,0.42416346073150635,1,53.94269999999679,False,59
297,2,64,0.8335083723068237,1,69.35289999999839,False,59
298,3,64,0.9849992394447327,1,79.80879999999857,False,59
299,4,64,0.9938979744911194,1,84.85879999999923,False,59
300,0,1,0.6264378428459167,1,31.45839999999822,True,60
301,1,1,0.6271189451217651,1,51.85020000000051,True,60
302,2,1,0.969196617603302,1,67.17940000000056,True,60
303,3,1,0.959385335445404,1,79.2004999999989,True,60
304,4,1,0.9882022738456726,1,85.01820000000038,True,60
305,0,1,0.6660907864570618,1,32.77839999999799,True,61
306,1,1,0.7823694944381714,1,53.07810000000046,True,61
307,2,1,0.9713171720504761,1,68.48240000000061,True,61
308,3,1,0.9863005876541138,1,78.93259999999813,True,61
309,4,1,0.9990014433860779,1,84.00049999999837,True,61
310,0,23,0.9990099668502808,1,31.336499999998324,False,62
311,1,23,0.984153687953949,1,51.629299999998324,False,62
312,2,23,0.4612463414669037,1,67.06549999999822,False,62
313,3,23,0.9476900100708008,1,77.52969999999948,False,62
314,4,23,0.9849495887756348,1,82.61849999999882,False,62
315,0,1,0.9908368587493896,1,33.290199999999714,True,63
316,1,1,0.9996687173843384,1,53.61639999999923,True,63
317,2,1,0.9978839755058289,1,69.24519999999745,True,63
318,3,1,0.9994046688079834,1,79.73009999999903,True,63
319,4,1,0.9993928670883179,1,84.7970999999994,True,63
320,0,80,0.8866339921951294,1,32.44059999999749,False,64
321,1,35,0.4447297751903534,1,52.80999999999736,False,64
322,2,1,0.7331765294075012,1,68.98569999999893,True,64
323,3,1,0.9816598296165466,1,79.54690000000042,True,64
324,4,1,0.9983410835266113,1,84.61319999999972,True,64
325,0,1,0.9982195496559143,1,33.498199999996814,True,65
326,1,1,0.999995231628418,1,53.96649999999781,True,65
327,2,1,0.9999995231628418,1,69.44449999999946,True,65
328,3,1,0.9999920129776001,1,79.87879999999947,True,65
329,4,1,0.9999655485153198,1,84.92889999999775,True,65
330,0,1,0.9955657124519348,1,30.964699999998402,True,66
331,1,1,0.9942864775657654,1,51.30309999999838,True,66
332,2,1,0.9999756813049316,1,66.61959999999922,True,66
333,3,1,0.9999414682388306,1,77.10619999999935,True,66
334,4,1,0.9996767044067383,1,82.16679999999954,True,66
335,0,25,0.4302389919757843,1,33.59050000000252,False,67
336,1,1,0.9987708926200867,1,53.973299999999114,True,67
337,2,1,0.9990155696868896,1,69.37250000000006,True,67
338,3,1,0.9999277591705322,1,79.8228000000023,True,67
339,4,1,0.9999301433563232,1,84.91019999999949,True,67
340,0,45,0.39490917325019836,1,32.38659999999882,False,68
341,1,45,0.581915020942688,1,53.00659999999979,False,68
342,2,1,0.9920517206192017,1,69.1802999999993,True,68
343,3,1,0.999754011631012,1,79.65240000000051,True,68
344,4,1,0.999894380569458,1,84.72150000000056,True,68
345,0,1,0.7155442237854004,1,33.27990000000014,True,69
346,1,1,0.9993440508842468,1,53.75499999999889,True,69
347,2,1,0.9994648098945618,1,69.11170000000055,True,69
348,3,1,0.9999929666519165,1,79.53339999999898,True,69
349,4,1,0.9998703002929688,1,84.62169999999958,True,69
350,0,1,0.9481721520423889,1,32.0069000000025,True,70
351,1,1,0.9466688632965088,1,52.37890000000078,True,70
352,2,1,0.9999897480010986,1,67.74520000000095,True,70
353,3,1,0.9999995231628418,1,78.15120000000064,True,70
354,4,1,0.9999974966049194,1,83.2359000000018,True,70
355,0,37,0.3253364861011505,1,33.90149999999892,False,71
356,1,45,0.3717403709888458,1,54.76369999999875,False,71
357,2,74,0.9779912233352661,1,70.26229999999956,False,71
358,3,1,0.7667719125747681,1,80.7362999999981,True,71
359,4,74,0.6937510967254639,1,85.81979999999945,False,71
360,0,1,0.8851375579833984,1,32.19769999999755,True,72
361,1,1,0.8675674796104431,1,53.7276999999996,True,72
362,2,1,0.8613449335098267,1,68.97580000000048,True,72
363,3,1,0.7699980139732361,1,79.31160000000048,True,72
364,4,1,0.9880340695381165,1,84.46520000000035,True,72
365,0,1,0.3850172460079193,1,35.612300000000374,True,73
366,1,1,0.9708013534545898,1,55.900300000001124,True,73
367,2,1,0.997795581817627,1,71.21000000000066,True,73
368,3,1,0.9989802241325378,1,81.70810000000017,True,73
369,4,1,0.9818731546401978,1,86.78210000000064,True,73
370,0,35,0.6209214925765991,1,31.11379999999997,False,74
371,1,54,0.6640006899833679,1,51.4285000000001,False,74
372,2,54,0.6860889196395874,1,66.74050000000165,False,74
373,3,1,0.927486777305603,1,77.16090000000264,True,74
374,4,1,0.9513218998908997,1,82.44559999999979,True,74
375,0,54,0.3772278130054474,1,35.23879999999835,False,75
376,1,1,0.8980198502540588,1,55.57899999999805,True,75
377,2,1,0.911993145942688,1,70.99369999999894,True,75
378,3,1,0.9956313371658325,1,81.42959999999988,True,75
379,4,1,0.9983975291252136,1,86.50649999999871,True,75
380,0,25,0.7136353254318237,1,31.432800000001038,False,76
381,1,1,0.932773768901825,1,53.67329999999981,True,76
382,2,1,0.9857535362243652,1,69.85410000000059,True,76
383,3,1,0.9992825388908386,1,80.31270000000035,True,76
384,4,1,0.9999631643295288,1,85.38250000000147,True,76
385,0,1,0.9749374985694885,1,33.440500000001094,True,77
386,1,1,0.9991729855537415,1,53.99770000000004,True,77
387,2,1,0.9999125003814697,1,70.13430000000298,True,77
388,3,1,0.999998927116394,1,81.29500000000078,True,77
389,4,1,0.9999972581863403,1,86.37850000000213,True,77
390,0,45,0.4110482931137085,1,31.35340000000042,False,78
391,1,1,0.5191059708595276,1,51.78809999999956,True,78
392,2,54,0.9642349481582642,1,67.40420000000213,False,78
393,3,54,0.49926894903182983,1,77.86040000000227,False,78
394,4,54,0.49168139696121216,1,82.9096000000007,False,78
395,0,1,0.9917759895324707,1,33.21950000000129,True,79
396,1,1,0.9990655779838562,1,53.778699999998736,True,79
397,2,1,0.9999690055847168,1,69.13709999999895,True,79
398,3,1,0.9999897480010986,1,79.68370000000036,True,79
399,4,1,0.9999926090240479,1,84.75620000000106,True,79
400,0,67,0.4214716851711273,1,32.292000000001764,False,80
401,1,1,0.9028390645980835,1,54.06430000000029,True,80
402,2,1,0.9812904000282288,1,69.86580000000231,True,80
403,3,1,0.9888868927955627,1,80.6059000000019,True,80
404,4,1,0.9999216794967651,1,85.67839999999904,True,80
405,0,1,0.9999781847000122,1,33.7707000000016,True,81
406,1,1,0.9999974966049194,1,54.2972000000006,True,81
407,2,1,0.9999998807907104,1,69.66720000000137,True,81
408,3,1,0.9999997615814209,1,80.12040000000198,True,81
409,4,1,0.9996374845504761,1,85.18139999999974,True,81
410,0,54,0.46959418058395386,1,31.220899999997442,False,82
411,1,1,0.9843485951423645,1,51.58050000000003,True,82
412,2,1,0.9599007368087769,1,66.84530000000066,True,82
413,3,1,0.9315516948699951,1,77.27759999999861,True,82
414,4,1,0.9964877367019653,1,82.3615999999987,True,82
415,0,63,0.8810535073280334,1,33.01259999999928,False,83
416,1,1,0.6872900724411011,1,53.75649999999865,True,83
417,2,1,0.5632789731025696,1,69.11369999999906,True,83
418,3,54,0.5653411149978638,1,80.20099999999886,False,83
419,4,54,0.7132519483566284,1,85.3219999999979,False,83
420,0,67,0.5221049189567566,1,31.34279999999734,False,84
421,1,52,0.6822027564048767,1,52.02680000000015,False,84
422,2,67,0.36437878012657166,1,67.41819999999876,False,84
423,3,67,0.7913823127746582,1,77.92349999999715,False,84
424,4,67,0.6897780299186707,1,83.02799999999877,False,84
425,0,1,0.9628263115882874,1,33.01009999999849,True,85
426,1,1,0.9999446868896484,1,53.37979999999831,True,85
427,2,1,0.9999990463256836,1,68.78389999999968,True,85
428,3,1,0.9999986886978149,1,79.22699999999949,True,85
429,4,1,0.9998769760131836,1,84.29119999999912,True,85
430,0,1,0.369297593832016,1,31.46200000000121,True,86
431,1,1,0.9987119436264038,1,51.89439999999834,True,86
432,2,1,0.9381428360939026,1,67.22759999999894,True,86
433,3,1,0.9548230171203613,1,77.65780000000078,True,86
434,4,1,0.8126083612442017,1,82.71029999999868,True,86
435,0,23,0.3359880745410919,1,33.094900000001815,False,87
436,1,45,0.9854145050048828,1,53.419600000001566,False,87
437,2,45,0.9956130981445312,1,68.81950000000003,False,87
438,3,45,0.9718651175498962,1,79.23560000000052,False,87
439,4,45,0.9779452681541443,1,84.28110000000189,False,87
440,0,1,0.9999499320983887,1,31.49180000000129,True,88
441,1,1,0.9999496936798096,1,52.12510000000137,True,88
442,2,1,0.9999843835830688,1,67.50020000000134,True,88
443,3,1,0.9999631643295288,1,77.8735000000026,True,88
444,4,1,0.9999979734420776,1,82.9429000000026,True,88
445,0,1,0.9999288320541382,1,33.093100000002096,True,89
446,1,1,0.9999910593032837,1,53.47900000000294,True,89
447,2,1,0.9999998807907104,1,68.96940000000029,True,89
448,3,1,1.0,1,79.49819999999974,True,89
449,4,1,0.999991774559021,1,84.56390000000269,True,89
450,0,1,0.9999605417251587,1,31.984800000000035,True,90
451,1,1,0.9999985694885254,1,52.25520000000117,True,90
452,2,1,1.0,1,68.01260000000298,True,90
453,3,1,1.0,1,78.4563000000027,True,90
454,4,1,0.9999984502792358,1,83.5474000000005,True,90
455,0,1,0.9848765134811401,1,32.841599999997584,True,91
456,1,1,0.9999847412109375,1,53.16219999999916,True,91
457,2,1,0.9999998807907104,1,70.73009999999869,True,91
458,3,1,1.0,1,81.55829999999753,True,91
459,4,1,0.9999569654464722,1,86.61769999999791,True,91
460,0,54,0.5095440149307251,1,31.821899999997072,False,92
461,1,1,0.9997994303703308,1,52.3617999999999,True,92
462,2,1,0.9999954700469971,1,67.69099999999995,True,92
463,3,1,0.9999791383743286,1,78.14289999999957,True,92
464,4,1,0.9999967813491821,1,83.21660000000008,True,92
465,0,1,0.9894673228263855,1,33.85099999999852,True,93
466,1,1,0.9999825954437256,1,54.204899999998446,True,93
467,2,1,0.9999998807907104,1,69.62250000000125,True,93
468,3,1,0.9999971389770508,1,80.04259999999874,True,93
469,4,1,1.0,1,85.13149999999925,True,93
470,0,1,0.8180475234985352,1,31.915600000001376,True,94
471,1,1,0.9446367621421814,1,52.32120000000151,True,94
472,2,1,0.9995974898338318,1,67.87320000000108,True,94
473,3,1,0.999980092048645,1,78.35680000000167,True,94
474,4,1,0.9999585151672363,1,83.44450000000236,True,94
475,0,33,0.4988023042678833,1,33.30349999999882,False,95
476,1,23,0.9495758414268494,1,54.812899999998166,False,95
477,2,1,0.7839839458465576,1,70.25179999999764,True,95
478,3,1,0.9993884563446045,1,80.79030000000031,True,95
479,4,1,0.9996600151062012,1,86.83010000000024,True,95
480,0,45,0.4895128309726715,1,31.861800000001494,False,96
481,1,80,0.6802465915679932,1,52.64239999999987,False,96
482,2,80,0.5453632473945618,1,68.20649999999873,False,96
483,3,80,0.8616222739219666,1,78.79199999999997,False,96
484,4,80,0.4117732346057892,1,83.92419999999845,False,96
485,0,99,0.969695508480072,1,32.2320999999981,False,97
